ID,name,LABEL
STR_COM001,ITU-T E.166/X.122,STR_COM
STR_COM002,E.164 numbering plan,STR_COM
STR_COM003,X.121 numbering plan,STR_COM
STR_COM004,Integrated Services Digital Networks (ISDNs),STR_COM
STR_COM005,Public Switched Telephone Networks (PSTNs),STR_COM
STR_COM006,Packet Switched Public Data Networks (PSPDNs),STR_COM
STR_COM007,World Telecommunication Standardization Conference (WTSC),STR_COM
STR_COM008,ITU-T Study Groups,STR_COM
STR_COM009,WTSC,STR_COM
STR_COM010,Recommendation I.330,STR_COM
STR_COM011,PSTNs/ISDNs,STR_COM
STR_COM012,Recommendation X.121,STR_COM
STR_COM013,numbering principles,STR_COM
STR_COM014,Recommendation E.160,STR_COM
STR_COM015,national and international numbering plans,STR_COM
STR_COM016,Recommendation E.164,STR_COM
STR_COM017,Recommendation E.165,STR_COM
STR_COM018,timetable for coordinated implementation of the full capability of the numbering plan for the ISDN era,STR_COM
STR_COM019,Recommendation E.170,STR_COM
STR_COM020,Recommendation E.172,STR_COM
STR_COM021,ISDN routing plan,STR_COM
STR_COM022,Recommendation E.173,STR_COM
STR_COM023,public land mobile networks,STR_COM
STR_COM024,fixed terminal networks,STR_COM
STR_COM025,Recommendation Q.931,STR_COM
STR_COM026,ISDN user-network interface layer 3 specification for basic call control,STR_COM
STR_COM027,Recommendation X.25,STR_COM
STR_COM028,Data Terminal Equipment (DTE),STR_COM
STR_COM029,Data Circuit-terminating Equipment (DCE),STR_COM
STR_COM030,public data networks,STR_COM
STR_COM031,dedicated circuit,STR_COM
STR_COM032,Recommendation X.28,STR_COM
STR_COM033,DTE/DCE interface,STR_COM
STR_COM034,start-stop mode data terminal equipment,STR_COM
STR_COM035,packet assembly/disassembly facility (PAD),STR_COM
STR_COM036,public data network,STR_COM
STR_COM037,Recommendation X.31,STR_COM
STR_COM038,packet mode terminal equipment,STR_COM
STR_COM039,Recommendation X.32,STR_COM
STR_COM040,packet switched public data network,STR_COM
STR_COM041,public switched telephone network,STR_COM
STR_COM042,integrated services digital network,STR_COM
STR_COM043,circuit switched public data network,STR_COM
STR_COM044,Recommendation X.38,STR_COM
STR_COM045,G3 facsimile equipment/DCE interface,STR_COM
STR_COM046,Facsimile Packet Assembly/Disassembly facility (FPAD),STR_COM
STR_COM047,Recommendation X.75,STR_COM
STR_COM048,packet-switched signalling system,STR_COM
STR_COM049,public networks,STR_COM
STR_COM050,Recommendation X.110,STR_COM
STR_COM051,Recommendation X.300,STR_COM
STR_COM052,other networks,STR_COM
STR_COM053,Recommendation X.301,STR_COM
STR_COM054,subnetwork,STR_COM
STR_COM055,data communication system,STR_COM
STR_COM056,line,STR_COM
STR_COM057,ITU-T G.650.1,STR_COM
STR_COM058,single-mode optical fibres and cables,STR_COM
STR_COM059,linear, deterministic parameters,STR_COM
STR_COM060,single-mode optical fibres,STR_COM
STR_COM061,cables,STR_COM
STR_COM062,linear, deterministic attributes,STR_COM
STR_COM063,single-mode fibres and cables,STR_COM
STR_COM064,polarization mode dispersion,STR_COM
STR_COM065,definitions and test methods,STR_COM
STR_COM066,core concentricity error,STR_COM
STR_COM067,chromatic dispersion,STR_COM
STR_COM068,clause 5.6,STR_COM
STR_COM069,coherent multipath interference (MPI),STR_COM
STR_COM070,Appendix IV,STR_COM
STR_COM071,ITU-T G.652 fibre,STR_COM
STR_COM072,Appendix III,STR_COM
STR_COM073,Example of a matrix model,STR_COM
STR_COM074,ITU-T G.654.E fibre,STR_COM
STR_COM075,clause 6.1.1,STR_COM
STR_COM076,clause 6.1.2,STR_COM
STR_COM077,International Telecommunication Union (ITU),STR_COM
STR_COM078,United Nations,STR_COM
STR_COM079,International Telecommunication Union,STR_COM
STR_COM080,ITU-T G.650.2,STR_COM
STR_COM081,Optical fibre cables,STR_COM
STR_COM082,single-mode fibre and cable,STR_COM
STR_COM083,statistical and non-linear related attributes,STR_COM
STR_COM084,two orthogonal polarized modes,STR_COM
STR_COM085,principal states of polarization (PSPs),STR_COM
STR_COM086,optical fibre,STR_COM
STR_COM087,PSPs,STR_COM
STR_COM088,CCITT,STR_COM
STR_COM089,International Telegraph and Telephone Consultative Committee,STR_COM
STR_COM090,Study Group XVII,STR_COM
STR_COM091,DATA CIRCUIT TERMINATING EQUIPMENT (DCE),STR_COM
STR_COM092,V-Series DCEs,STR_COM
STR_COM093,asynchronous data,STR_COM
STR_COM094,general switched telephone network (GSTN),STR_COM
STR_COM095,DCEs,STR_COM
STR_COM096,error-correcting DCE,STR_COM
STR_COM097,Figure 1/V.42 bis,STR_COM
STR_COM098,character,STR_COM
STR_COM099,Single data element,STR_COM
STR_COM100,start-stop or asynchronous format,STR_COM
STR_COM101,binary encoding,STR_COM
STR_COM102,alphabet,STR_COM
STR_COM103,codeword,STR_COM
STR_COM104,binary number,STR_COM
STR_COM105,string of characters,STR_COM
STR_COM106,compressed form,STR_COM
STR_COM107,DCE-to-DCE signalling,STR_COM
STR_COM108,Octet,STR_COM
STR_COM109,control information,STR_COM
STR_COM110,tree structure,STR_COM
STR_COM111,Abstract data structure,STR_COM
STR_COM112,set of strings,STR_COM
STR_COM113,leaf node,STR_COM
STR_COM114,root node,STR_COM
STR_COM115,tree,STR_COM
STR_COM116,two modes,STR_COM
STR_COM117,codewords,STR_COM
STR_COM118,data,STR_COM
STR_COM119,escape character,STR_COM
STR_COM120,command code sequence,STR_COM
STR_COM121,control codeword,STR_COM
STR_COM122,ITU-T Recommendation V.43,STR_COM
STR_COM123,ITU-T Study Group 16 (1997-2000),STR_COM
STR_COM124,DTEs,STR_COM
STR_COM125,DTE,STR_COM
STR_COM126,flow of data,STR_COM
STR_COM127,DCE,STR_COM
STR_COM128,transmit clock signal,STR_COM
STR_COM129,Two standard methods,STR_COM
STR_COM130,A variety of methods,STR_COM
STR_COM131,ITU-T V.44,STR_COM
STR_COM132,TELECOMMUNICATION STANDARDIZATION SECTOR OF ITU,STR_COM
STR_COM133,ITU-T Study Group 16,STR_COM
STR_COM134,ITU Telecommunication Standardization Sector (ITU-T),STR_COM
STR_COM135,permanent organ,STR_COM
STR_COM136,World Telecommunication Standardization Assembly (WTSA),STR_COM
STR_COM137,ISO and IEC,STR_COM
STR_COM138,the necessary standards,STR_COM
STR_COM139,telecommunication administration,STR_COM
STR_COM140,recognized operating agency,STR_COM
STR_COM141,ITU-T Recommendation V.44,STR_COM
STR_COM142,Corrigendum 1,STR_COM
STR_COM143,Table A.1,STR_COM
STR_COM144,V.44 compression parameters,STR_COM
STR_COM145,XID command or response frame,STR_COM
STR_COM146,Table A.1/V.44,STR_COM
STR_COM147,row 8,STR_COM
STR_COM148,column 3,STR_COM
STR_COM149,Encoder History,STR_COM
STR_COM150,Clause II.1,STR_COM
STR_COM151,Stage 10,STR_COM
STR_COM152,Decoder History,STR_COM
STR_COM153,SERIES OF ITU-T RECOMMENDATIONS,STR_COM
STR_COM154,Fascicle VIII.1 of the Blue Book,STR_COM
STR_COM155,STANDARD LIMITS FOR TRANSMISSION QUALITY OF DATA TRANSMISSION,STR_COM
STR_COM156,distortion in time of the significant instants,STR_COM
STR_COM157,received signals,STR_COM
STR_COM158,transmission channel,STR_COM
STR_COM159,modem V.21,STR_COM
STR_COM160,modem V.23,STR_COM
STR_COM161,Channels,STR_COM
STR_COM162,unit element,STR_COM
STR_COM163,receive margin limits,STR_COM
STR_COM164,ITU-T G.652,STR_COM
STR_COM165,single-mode optical fibre and cable,STR_COM
STR_COM166,single-mode optical fibre,STR_COM
STR_COM167,cable,STR_COM
STR_COM168,link,STR_COM
STR_COM169,Dispersion un-shifted optical fibre,STR_COM
STR_COM170,optical fibre and cable,STR_COM
STR_COM171,ITU-T study groups,STR_COM
STR_COM172,Material properties of the fibre,STR_COM
STR_COM173,Appendix I – Information about cabled fibre link attributes used for system design,STR_COM
STR_COM174,cabled fibre link attributes,STR_COM
STR_COM175,Appendix II – Information on data collection of G.652.D fibre maximum/minimum chromatic dispersion for boundary line specification,STR_COM
STR_COM176,Bibliography,STR_COM
